count,airport,source_lat,source_long,target_lat,target_long
986,Lehigh Valley International Airport,40.65236,-75.4404,33.64044,-84.42694
786,Lehigh Valley International Airport,40.65236,-75.4404,42.21206,-83.34884
741,Lehigh Valley International Airport,40.65236,-75.4404,41.9796,-87.90446
2530,Abilene Regional Airport,32.41132,-99.6819,32.89595,-97.0372
892,Albuquerque International Sunport,35.04022,-106.60919,33.64044,-84.42694
573,Albuquerque International Sunport,35.04022,-106.60919,39.1754,-76.6682
95,Albuquerque International Sunport,35.04022,-106.60919,35.21401,-80.94313
1726,Albuquerque International Sunport,35.04022,-106.60919,32.84711,-96.85177
1754,Albuquerque International Sunport,35.04022,-106.60919,39.85841,-104.667
1982,Albuquerque International Sunport,35.04022,-106.60919,32.89595,-97.0372
1022,Albuquerque International Sunport,35.04022,-106.60919,29.64542,-95.27889
925,Albuquerque International Sunport,35.04022,-106.60919,29.98047,-95.33972
302,Albuquerque International Sunport,35.04022,-106.60919,40.63975,-73.77893
1384,Albuquerque International Sunport,35.04022,-106.60919,36.08036,-115.15233
2010,Albuquerque International Sunport,35.04022,-106.60919,33.94254,-118.40807
346,Albuquerque International Sunport,35.04022,-106.60919,39.29761,-94.71391
99,Albuquerque International Sunport,35.04022,-106.60919,28.42889,-81.31603
722,Albuquerque International Sunport,35.04022,-106.60919,41.78598,-87.75242
246,Albuquerque International Sunport,35.04022,-106.60919,44.88055,-93.21692
877,Albuquerque International Sunport,35.04022,-106.60919,37.72129,-122.22072
640,Albuquerque International Sunport,35.04022,-106.60919,41.9796,-87.90446
255,Albuquerque International Sunport,35.04022,-106.60919,45.58872,-122.5975
2646,Albuquerque International Sunport,35.04022,-106.60919,33.43417,-112.00806
672,Albuquerque International Sunport,35.04022,-106.60919,32.73356,-117.18966
439,Albuquerque International Sunport,35.04022,-106.60919,47.44898,-122.30931
365,Albuquerque International Sunport,35.04022,-106.60919,37.619,-122.37484
1036,Albuquerque International Sunport,35.04022,-106.60919,40.78839,-111.97777
742,Aberdeen Regional Airport,45.44906,-98.42183,44.88055,-93.21692
963,Southwest Georgia Regional Airport,31.535520000000002,-84.19447,33.64044,-84.42694
125,Nantucket Memorial Airport,41.25305,-70.06018,42.36435,-71.00518
41,Nantucket Memorial Airport,41.25305,-70.06018,38.85208,-77.03772
354,Nantucket Memorial Airport,41.25305,-70.06018,40.63975,-73.77893
1760,Waco Regional Airport,31.61129,-97.23052,32.89595,-97.0372
1442,Arcata Airport,40.97812,-124.10862,37.619,-122.37484
210,Atlantic City International Airport,39.45758,-74.57717,33.64044,-84.42694
182,Atlantic City International Airport,39.45758,-74.57717,42.36435,-71.00518
147,Atlantic City International Airport,39.45758,-74.57717,42.21206,-83.34884
879,Atlantic City International Airport,39.45758,-74.57717,26.07258,-80.15275
856,Atlantic City International Airport,39.45758,-74.57717,28.42889,-81.31603
365,Atlantic City International Airport,39.45758,-74.57717,33.67975,-78.92833
147,Atlantic City International Airport,39.45758,-74.57717,41.9796,-87.90446
155,Atlantic City International Airport,39.45758,-74.57717,26.68316,-80.09559
514,Atlantic City International Airport,39.45758,-74.57717,26.53617,-81.75517
365,Atlantic City International Airport,39.45758,-74.57717,27.97547,-82.53325
105,Adak Airport,51.87796,-176.64603,61.17432,-149.99619
491,Kodiak Airport,57.74997,-152.49386,61.17432,-149.99619
1344,Alexandria International Airport,31.32737,-92.54856,33.64044,-84.42694
1074,Alexandria International Airport,31.32737,-92.54856,32.89595,-97.0372
1010,Alexandria International Airport,31.32737,-92.54856,29.98047,-95.33972
2583,Augusta Regional Airport (Bush Field),33.36996,-81.9645,33.64044,-84.42694
1,Augusta Regional Airport (Bush Field),33.36996,-81.9645,40.77724,-73.87261
63,King Salmon Airport,58.6768,-156.64922,61.17432,-149.99619
1025,Albany International Airport,42.74812,-73.80298,33.64044,-84.42694
1876,Albany International Airport,42.74812,-73.80298,39.1754,-76.6682
790,Albany International Airport,42.74812,-73.80298,35.21401,-80.94313
9,Albany International Airport,42.74812,-73.80298,39.85841,-104.667
551,Albany International Airport,42.74812,-73.80298,42.21206,-83.34884
205,Albany International Airport,42.74812,-73.80298,40.6925,-74.16866
345,Albany International Airport,42.74812,-73.80298,26.07258,-80.15275
3,Albany International Airport,42.74812,-73.80298,38.94453,-77.45581
305,Albany International Airport,42.74812,-73.80298,36.08036,-115.15233
727,Albany International Airport,42.74812,-73.80298,28.42889,-81.31603
730,Albany International Airport,42.74812,-73.80298,41.78598,-87.75242
232,Albany International Airport,42.74812,-73.80298,44.88055,-93.21692
976,Albany International Airport,42.74812,-73.80298,41.9796,-87.90446
5,Albany International Airport,42.74812,-73.80298,26.53617,-81.75517
414,Albany International Airport,42.74812,-73.80298,27.97547,-82.53325
674,Waterloo Regional Airport,42.55708,-92.40034,41.9796,-87.90446
1330,Rick Husband Amarillo International Airport,35.21937,-101.70593,32.84711,-96.85177
598,Rick Husband Amarillo International Airport,35.21937,-101.70593,39.85841,-104.667
1241,Rick Husband Amarillo International Airport,35.21937,-101.70593,32.89595,-97.0372
987,Rick Husband Amarillo International Airport,35.21937,-101.70593,29.98047,-95.33972
365,Rick Husband Amarillo International Airport,35.21937,-101.70593,36.08036,-115.15233
105,Ted Stevens Anchorage International Airport,61.17432,-149.99619,51.87796,-176.64603
491,Ted Stevens Anchorage International Airport,61.17432,-149.99619,57.74997,-152.49386
63,Ted Stevens Anchorage International Airport,61.17432,-149.99619,58.6768,-156.64922
102,Ted Stevens Anchorage International Airport,61.17432,-149.99619,33.64044,-84.42694
980,Ted Stevens Anchorage International Airport,61.17432,-149.99619,60.77978,-161.838
208,Ted Stevens Anchorage International Airport,61.17432,-149.99619,71.28545,-156.766
362,Ted Stevens Anchorage International Airport,61.17432,-149.99619,60.49183,-145.47765
439,Ted Stevens Anchorage International Airport,61.17432,-149.99619,39.85841,-104.667
123,Ted Stevens Anchorage International Airport,61.17432,-149.99619,32.89595,-97.0372
77,Ted Stevens Anchorage International Airport,61.17432,-149.99619,59.04541,-158.50334
7,Ted Stevens Anchorage International Airport,61.17432,-149.99619,40.6925,-74.16866
365,Ted Stevens Anchorage International Airport,61.17432,-149.99619,64.81368,-147.85967
275,Ted Stevens Anchorage International Airport,61.17432,-149.99619,21.31869,-157.92241
84,Ted Stevens Anchorage International Airport,61.17432,-149.99619,29.98047,-95.33972
1122,Ted Stevens Anchorage International Airport,61.17432,-149.99619,58.35496,-134.57628
44,Ted Stevens Anchorage International Airport,61.17432,-149.99619,19.73877,-156.04563
84,Ted Stevens Anchorage International Airport,61.17432,-149.99619,36.08036,-115.15233
413,Ted Stevens Anchorage International Airport,61.17432,-149.99619,33.94254,-118.40807
118,Ted Stevens Anchorage International Airport,61.17432,-149.99619,33.81772,-118.15161
637,Ted Stevens Anchorage International Airport,61.17432,-149.99619,44.88055,-93.21692
67,Ted Stevens Anchorage International Airport,61.17432,-149.99619,20.89865,-156.43046
414,Ted Stevens Anchorage International Airport,61.17432,-149.99619,64.512200000000007,-165.44525
697,Ted Stevens Anchorage International Airport,61.17432,-149.99619,41.9796,-87.90446
674,Ted Stevens Anchorage International Airport,61.17432,-149.99619,66.88468,-162.59855
975,Ted Stevens Anchorage International Airport,61.17432,-149.99619,45.58872,-122.5975
423,Ted Stevens Anchorage International Airport,61.17432,-149.99619,33.43417,-112.00806
728,Ted Stevens Anchorage International Airport,61.17432,-149.99619,70.19476,-148.46516
6870,Ted Stevens Anchorage International Airport,61.17432,-149.99619,47.44898,-122.30931
172,Ted Stevens Anchorage International Airport,61.17432,-149.99619,37.619,-122.37484
98,Ted Stevens Anchorage International Airport,61.17432,-149.99619,40.78839,-111.97777
626,Alpena County Regional Airport,45.07807,-83.56029,42.21206,-83.34884
101,Aspen-Pitkin County Airport,39.22316,-106.86885,33.64044,-84.42694
1126,Aspen-Pitkin County Airport,39.22316,-106.86885,39.85841,-104.667
335,Aspen-Pitkin County Airport,39.22316,-106.86885,32.89595,-97.0372
415,Aspen-Pitkin County Airport,39.22316,-106.86885,29.98047,-95.33972
798,Aspen-Pitkin County Airport,39.22316,-106.86885,33.94254,-118.40807
24,Aspen-Pitkin County Airport,39.22316,-106.86885,44.88055,-93.21692
621,Aspen-Pitkin County Airport,39.22316,-106.86885,41.9796,-87.90446
201,Aspen-Pitkin County Airport,39.22316,-106.86885,37.619,-122.37484
992,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,40.65236,-75.4404
894,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,35.04022,-106.60919
963,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,31.535520000000002,-84.19447
209,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,39.45758,-74.57717
1344,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,31.32737,-92.54856
2583,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,33.36996,-81.9645
1025,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,42.74812,-73.80298
102,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,61.17432,-149.99619
100,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,39.22316,-106.86885
446,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,44.25741,-88.51948
3453,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,30.19453,-97.66987
2013,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,35.43619,-82.54181
360,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,41.33815,-75.72427
19,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,42.23488,-85.55206
2540,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,41.93887,-72.68323
3524,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,33.56294,-86.75355
964,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,40.47799,-88.91595
3551,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,36.12448,-86.67818
5149,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,42.36435,-71.00518
963,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,31.25903,-81.466309999999993
2740,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,30.53316,-91.14963
332,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,44.473,-73.15031
1715,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,42.94052,-78.73217
6415,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,39.1754,-76.6682
97,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,45.7769,-111.15301
2908,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,33.93884,-81.11954
2217,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,40.91631,-81.44247
3015,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,35.03527,-85.20379
1028,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,38.13864,-78.45286
3509,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,32.89865,-80.04051
941,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,41.88459,-91.71087
3136,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,41.41089,-81.8494
6888,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,35.21401,-80.94313
3569,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,39.99799,-82.89188
336,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,38.80581,-104.70025
1455,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,38.37315,-81.59319
1179,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,32.51633,-84.93886
2610,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,39.04614,-84.66217
1608,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,29.17992,-81.05806
3135,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,32.84711,-96.85177
1421,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,39.90238,-84.21938
7073,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,38.85208,-77.03772
5467,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,39.85841,-104.667
7691,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,32.89595,-97.0372
1378,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,31.32134,-85.44963
1013,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,41.53493,-93.66068
5307,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,42.21206,-83.34884
2206,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,NA,NA
100,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,39.64257,-106.9177
15,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,42.159910000000004,-76.89144
787,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,31.80667,-106.37781
1048,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,38.03799,-87.53063
630,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,35.07297,-77.04294
5560,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,40.6925,-74.16866
1547,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,24.55611,-81.75956
39,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,46.91935,-96.81499
1784,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,34.99147,-78.88
25,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,48.3114,-114.25507
8092,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,26.07258,-80.15275
1042,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,42.9655,-83.74346
362,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,43.58135,-96.7417
734,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,35.33659,-94.36744
1191,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,40.97847,-85.19515
1,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,39.12241,-108.52673
2265,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,29.69006,-82.27178
1530,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,30.40728,-89.07009
438,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,44.48507,-88.12959
646,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,31.0649,-97.8278
1405,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,42.88082,-85.52277
2913,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,36.09775,-79.9373
2697,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,34.89567,-82.21886
1015,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,33.45033,-88.59137
95,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,40.48118,-107.21766
334,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,21.31869,-157.92241
4441,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,29.64542,-95.27889
2067,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,41.06696,-73.70757
2710,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,34.64045,-86.77311
2853,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,38.94453,-77.45581
4207,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,29.98047,-95.33972
1061,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,37.64996,-97.43305
1761,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,34.27061,-77.90256
4170,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,39.71733,-86.29438
103,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,43.60732,-110.73774
2503,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,32.31117,-90.07589
5596,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,30.49406,-81.68786
2095,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,40.63975,-73.77893
13,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,42.7787,-84.58736
4520,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,36.08036,-115.15233
6238,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,33.94254,-118.40807
2509,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,38.03697,-84.60539
1316,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,30.20528,-91.98766
8909,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,40.77724,-73.87261
2155,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,34.7294,-92.22425
356,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,40.85097,-96.75925
15,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,43.53291,-84.07965
3803,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,39.29761,-94.71391
8964,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,28.42889,-81.31603
1043,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,40.1935,-76.7634
5000,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,41.78598,-87.75242
3404,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,35.04242,-89.97667
2423,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,32.30064,-86.39398
364,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,42.93452,-71.43706
5627,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,25.79325,-80.29056
3448,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,42.94722,-87.89658
1448,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,28.10275,-80.64581
853,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,41.44853,-90.50754
1318,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,32.51087,-92.03769
2443,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,30.69142,-88.24283
981,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,43.13986,-89.33751
15,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,46.91631,-114.09056
5169,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,44.88055,-93.21692
6098,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,29.99339,-90.25803
35,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,38.50887,-107.89383
1565,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,33.67975,-78.92833
1248,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,34.82916,-77.61214
64,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,37.72129,-122.22072
2174,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,35.39309,-97.60073
1762,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,41.30252,-95.89417
3,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,34.056,-117.60119
7213,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,41.9796,-87.90446
2930,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,36.89461,-76.20122
4579,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,26.68316,-80.09559
1173,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,45.58872,-122.5975
1374,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,37.1319,-76.49299
7223,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,39.87195,-75.24114
3983,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,33.43417,-112.00806
984,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,40.66424,-89.69331
3571,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,40.49147,-80.23287
2472,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,30.47331,-87.18744
1033,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,41.724,-71.42822
698,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,43.64617,-70.30875
15,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,44.04532,-103.05737
5182,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,35.87764,-78.78747
3912,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,37.50517,-77.31967
1638,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,37.32547,-79.97543
1061,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,43.11887,-77.67238
348,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,43.90883,-92.49799
4259,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,26.53617,-81.75517
2228,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,32.73356,-117.18966
3129,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,29.53369,-98.46978
3458,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,32.12758,-81.20214
1211,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,41.70895,-86.31847
39,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,40.85121,-77.8463
3002,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,38.17439,-85.736
2942,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,47.44898,-122.30931
3416,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,37.619,-122.37484
1417,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,37.24433,-93.38686
2236,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,32.44663,-93.8256
302,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,37.36186,-121.92901
1540,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,18.43942,-66.00183
2787,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,40.78839,-111.97777
613,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,38.69542,-121.59077
1062,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,33.67566,-117.86822
2108,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,27.39533,-82.55411
3852,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,38.74769,-90.35999
668,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,18.33731,-64.97336
37,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,17.70189,-64.79856
1051,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,43.11119,-76.10631
2304,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,30.39653,-84.35033
7727,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,27.97547,-82.53325
2088,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,36.47521,-82.40742
356,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,40.27669,-74.81347
1656,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,36.19837,-95.88824
678,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,32.11608,-110.94103
33,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,44.74144,-85.58224
1893,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,35.81249,-83.99286
1023,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,30.7825,-83.27672
2414,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,30.48325,-86.5254
1747,Hartsfield-Jackson Atlanta International Airport,33.64044,-84.42694,36.28187,-94.30681
448,Appleton International Airport,44.25741,-88.51948,33.64044,-84.42694
525,Appleton International Airport,44.25741,-88.51948,42.21206,-83.34884
565,Appleton International Airport,44.25741,-88.51948,44.88055,-93.21692
1570,Appleton International Airport,44.25741,-88.51948,41.9796,-87.90446
3462,Austin-Bergstrom International Airport,30.19453,-97.66987,33.64044,-84.42694
692,Austin-Bergstrom International Airport,30.19453,-97.66987,36.12448,-86.67818
433,Austin-Bergstrom International Airport,30.19453,-97.66987,42.36435,-71.00518
704,Austin-Bergstrom International Airport,30.19453,-97.66987,39.1754,-76.6682
508,Austin-Bergstrom International Airport,30.19453,-97.66987,35.21401,-80.94313
4331,Austin-Bergstrom International Airport,30.19453,-97.66987,32.84711,-96.85177
365,Austin-Bergstrom International Airport,30.19453,-97.66987,38.85208,-77.03772
3126,Austin-Bergstrom International Airport,30.19453,-97.66987,39.85841,-104.667
5108,Austin-Bergstrom International Airport,30.19453,-97.66987,32.89595,-97.0372
351,Austin-Bergstrom International Airport,30.19453,-97.66987,42.21206,-83.34884
947,Austin-Bergstrom International Airport,30.19453,-97.66987,31.80667,-106.37781
1055,Austin-Bergstrom International Airport,30.19453,-97.66987,40.6925,-74.16866
851,Austin-Bergstrom International Airport,30.19453,-97.66987,26.07258,-80.15275
1442,Austin-Bergstrom International Airport,30.19453,-97.66987,29.64542,-95.27889
352,Austin-Bergstrom International Airport,30.19453,-97.66987,26.22851,-97.65439
110,Austin-Bergstrom International Airport,30.19453,-97.66987,38.94453,-77.45581
2319,Austin-Bergstrom International Airport,30.19453,-97.66987,29.98047,-95.33972
1739,Austin-Bergstrom International Airport,30.19453,-97.66987,40.63975,-73.77893
1312,Austin-Bergstrom International Airport,30.19453,-97.66987,36.08036,-115.15233
2822,Austin-Bergstrom International Airport,30.19453,-97.66987,33.94254,-118.40807
346,Austin-Bergstrom International Airport,30.19453,-97.66987,33.66364,-101.82278
506,Austin-Bergstrom International Airport,30.19453,-97.66987,33.81772,-118.15161
1064,Austin-Bergstrom International Airport,30.19453,-97.66987,28.42889,-81.31603
969,Austin-Bergstrom International Airport,30.19453,-97.66987,41.78598,-87.75242
8,Austin-Bergstrom International Airport,30.19453,-97.66987,35.04242,-89.97667
229,Austin-Bergstrom International Airport,30.19453,-97.66987,25.79325,-80.29056
131,Austin-Bergstrom International Airport,30.19453,-97.66987,44.88055,-93.21692
375,Austin-Bergstrom International Airport,30.19453,-97.66987,29.99339,-90.25803
367,Austin-Bergstrom International Airport,30.19453,-97.66987,37.72129,-122.22072
2505,Austin-Bergstrom International Airport,30.19453,-97.66987,41.9796,-87.90446
99,Austin-Bergstrom International Airport,30.19453,-97.66987,45.58872,-122.5975
288,Austin-Bergstrom International Airport,30.19453,-97.66987,39.87195,-75.24114
1724,Austin-Bergstrom International Airport,30.19453,-97.66987,33.43417,-112.00806
685,Austin-Bergstrom International Airport,30.19453,-97.66987,32.73356,-117.18966
492,Austin-Bergstrom International Airport,30.19453,-97.66987,47.44898,-122.30931
2223,Austin-Bergstrom International Airport,30.19453,-97.66987,37.619,-122.37484
661,Austin-Bergstrom International Airport,30.19453,-97.66987,37.36186,-121.92901
645,Austin-Bergstrom International Airport,30.19453,-97.66987,40.78839,-111.97777
187,Austin-Bergstrom International Airport,30.19453,-97.66987,33.67566,-117.86822
187,Austin-Bergstrom International Airport,30.19453,-97.66987,38.74769,-90.35999
368,Austin-Bergstrom International Airport,30.19453,-97.66987,27.97547,-82.53325
2012,Asheville Regional Airport,35.43619,-82.54181,33.64044,-84.42694
205,Asheville Regional Airport,35.43619,-82.54181,40.6925,-74.16866
812,Asheville Regional Airport,35.43619,-82.54181,41.9796,-87.90446
360,Wilkes-Barre/Scranton International Airport,41.33815,-75.72427,33.64044,-84.42694
492,Wilkes-Barre/Scranton International Airport,41.33815,-75.72427,42.21206,-83.34884
57,Wilkes-Barre/Scranton International Airport,41.33815,-75.72427,40.6925,-74.16866
563,Wilkes-Barre/Scranton International Airport,41.33815,-75.72427,41.9796,-87.90446
17,Kalamazoo/Battle Creek International Airport,42.23488,-85.55206,33.64044,-84.42694
